4	0.68621534
5	0.6903758
6	0.71079606
7	0.7149703
8	0.7157849
9	0.7144048
10	0.71537787
11	0.7152893
12	0.71529776
13	0.71485066
14	0.71482265
15	0.7147806
16	0.7147494
17	0.7147133
18	0.7146907
