4	0.6862512
5	0.69115084
6	0.7114276
7	0.7159015
8	0.7167534
9	0.7171028
10	0.71738714
11	0.71745646
12	0.7174571
13	0.7175759
14	0.7175791
15	0.71757865
16	0.71757895
17	0.71757925
18	0.7175794
