4	0.68641
5	0.6903291
6	0.7103071
7	0.7153323
8	0.7167324
9	0.7170655
10	0.7173523
11	0.7176474
12	0.7176961
13	0.7177447
14	0.7177734
15	0.7177943
16	0.7178033
17	0.7178051
18	0.7177991
